






#Titles - 376 results
#Generated on February 2017 for 
#"Search: "


"row","revision-date","short-name","version-id","entry-id","format","deleted","revision-id","user-id","provider-id","concept-id","native-id","concept-type","entry-title"
1,"2017-01-23T19:18:55Z","doi:10.3334/ORNLDAAC/248","1","doi:10.3334/ORNLDAAC/248_1","application/echo10+xml","false","21.0","ornl_daac","ORNL_DAAC","C179003593-ORNL_DAAC","BOREAS DEM Data over the NSA-MSA and SSA-MSA in AEAC Projection","collection","BOREAS DEM Data over the NSA-MSA and SSA-MSA in AEAC Projection"
2,"2017-01-23T19:18:58Z","doi:10.3334/ORNLDAAC/250","1","doi:10.3334/ORNLDAAC/250_1","application/echo10+xml","false","20.0","ornl_daac","ORNL_DAAC","C179003556-ORNL_DAAC","BOREAS Elevation Contours over the NSA and SSA ARC/Info Generate Format","collection","BOREAS Elevation Contours over the NSA and SSA ARC/Info Generate Format"
3,"2017-01-23T19:19:45Z","doi:10.3334/ORNLDAAC/276","1","doi:10.3334/ORNLDAAC/276_1","application/echo10+xml","false","21.0","ornl_daac","ORNL_DAAC","C179003344-ORNL_DAAC","BOREAS HYD-08 DEM Data over the NSA-MSA and SSA-MSA in UTM Projection","collection","BOREAS HYD-08 DEM Data over the NSA-MSA and SSA-MSA in UTM Projection"
4,"2017-01-23T19:26:43Z","doi:10.3334/ORNLDAAC/285","1","doi:10.3334/ORNLDAAC/285_1","application/echo10+xml","false","21.0","ornl_daac","ORNL_DAAC","C179003418-ORNL_DAAC","BOREAS Regional Soils Data in Raster Format and AEAC Projection","collection","BOREAS Regional Soils Data in Raster Format and AEAC Projection"
5,"2017-01-24T15:59:54Z","doi:10.3334/ORNLDAAC/309","1","doi:10.3334/ORNLDAAC/309_1","application/echo10+xml","false","21.0","ornl_daac","ORNL_DAAC","C179003245-ORNL_DAAC","Data over the SSA in Raster Format and AEAC Projection","collection","Data over the SSA in Raster Format and AEAC Projection"
6,"2017-01-24T16:00:00Z","doi:10.3334/ORNLDAAC/312","1","doi:10.3334/ORNLDAAC/312_1","application/echo10+xml","false","21.0","ornl_daac","ORNL_DAAC","C179002919-ORNL_DAAC","BOREAS TE-01 Soils Data over the SSA Tower Sites in Raster Format","collection","BOREAS TE-01 Soils Data over the SSA Tower Sites in Raster Format"
7,"2017-01-24T16:01:51Z","doi:10.3334/ORNLDAAC/386","1","doi:10.3334/ORNLDAAC/386_1","application/echo10+xml","false","21.0","ornl_daac","ORNL_DAAC","C179003295-ORNL_DAAC","BOREAS TGB-05 Fire History of Manitoba 1980 to 1991 in Raster Format","collection","BOREAS TGB-05 Fire History of Manitoba 1980 to 1991 in Raster Format"
8,"2017-01-24T16:01:57Z","doi:10.3334/ORNLDAAC/387","1","doi:10.3334/ORNLDAAC/387_1","application/echo10+xml","false","21.0","ornl_daac","ORNL_DAAC","C179003726-ORNL_DAAC","BOREAS TGB-05 Fire History of Manitoba 1980 to 1991 in Vector Format","collection","BOREAS TGB-05 Fire History of Manitoba 1980 to 1991 in Vector Format"
9,"2017-01-24T16:09:17Z","doi:10.3334/ORNLDAAC/510","1","doi:10.3334/ORNLDAAC/510_1","application/echo10+xml","false","21.0","ornl_daac","ORNL_DAAC","C179003477-ORNL_DAAC","BOREAS SERM Forest Cover Data of Saskatchewan in Vector Format","collection","BOREAS SERM Forest Cover Data of Saskatchewan in Vector Format"
10,"2017-01-24T18:54:37Z","doi:10.3334/ORNLDAAC/698","1","doi:10.3334/ORNLDAAC/698_1","application/echo10+xml","false","21.0","ornl_daac","ORNL_DAAC","C179003339-ORNL_DAAC","RLC Selected Infrastructure Data for the Former Soviet Union, 1993","collection","RLC Selected Infrastructure Data for the Former Soviet Union, 1993"
11,"2017-01-24T18:54:41Z","doi:10.3334/ORNLDAAC/700","1","doi:10.3334/ORNLDAAC/700_1","application/echo10+xml","false","21.0","ornl_daac","ORNL_DAAC","C179003323-ORNL_DAAC","RLC Vegetative Cover of the Former Soviet Union, 1990","collection","RLC Vegetative Cover of the Former Soviet Union, 1990"
12,"2017-01-24T19:33:16Z","doi:10.3334/ORNLDAAC/890","1","doi:10.3334/ORNLDAAC/890_1","application/echo10+xml","false","21.0","ornl_daac","ORNL_DAAC","C179002738-ORNL_DAAC","LBA-ECO LC-13 GIS Coverages of Logged Areas, Cauaxi, Para, Brazil: 1996, 1998","collection","LBA-ECO LC-13 GIS Coverages of Logged Areas, Cauaxi, Para, Brazil: 1996, 1998"
